Dt,NDX_Open,NDX_High,NDX_Low,NDX_Close,NDX_Volume,BZ_F_Open,BZ_F_High,BZ_F_Low,BZ_F_Close,BZ_F_Volume,SI_F_Open,SI_F_High,SI_F_Low,SI_F_Close,SI_F_Volume,PA_F_Open,PA_F_High,PA_F_Low,PA_F_Close,PA_F_Volume,MP_Open,MP_High,MP_Low,MP_Close,MP_Volume,PL_F_Open,PL_F_High,PL_F_Low,PL_F_Close,PL_F_Volume,GC_F_Open,GC_F_High,GC_F_Low,GC_F_Close,GC_F_Volume,CVX_Open,CVX_High,CVX_Low,CVX_Close,CVX_Volume,DJI_Open,DJI_High,DJI_Low,DJI_Close,DJI_Volume,HG_F_Open,HG_F_High,HG_F_Low,HG_F_Close,HG_F_Volume,B_Open,B_High,B_Low,B_Close,B_Volume,CL_F_Open,CL_F_High,CL_F_Low,CL_F_Close,CL_F_Volume,XEL_Open,XEL_High,XEL_Low,XEL_Close,XEL_Volume,datekey,GSPC_Open,GSPC_High,GSPC_Low,GSPC_Close,GSPC_Volume
12/16/2025,25132.94,25132.94,25132.94,25132.94,0,60.33,60.41,58.72,58.92,48212,62.67,63,62.54,62.7,70,1626.6,1626.6,1626.6,1626.6,0,52.55,53.87,52.1,53.42,5171400,1870.1,1870.1,1870.1,1870.1,0,4270.5,4321.4,4270.5,4304.5,1796,145.77,146.04,143.75,144.01,11290500,NULL,NULL,NULL,NULL,NULL,5.27,5.31,5.27,5.29,798,42.85,43.41,42.04,42.39,10523200,56.68,56.7,54.98,55.27,230933,74.62,74.86,71.35,72.63,11254500,20251216,6800.1201,6819.27,6759.7402,6800.2598,4983180000
12/15/2025,25067.26,25067.26,25067.26,25067.26,0,61.16,61.5,60.13,60.56,42976,61.23,62.95,61.23,62.94,387,1592.8,1592.8,1592.8,1592.8,1,57.07,57.82,53.04,53.26,6598400,1810.5,1810.5,1810,1810.5,1,4308.3,4349.2,4292.9,4306.7,854,147.04,147.3,145.66,147,7503000,NULL,NULL,NULL,NULL,NULL,5.27,5.41,5.27,5.34,1068,43.06,43.7,42.45,42.8,12988900,57.5,57.8,56.4,56.82,229310,74.91,74.91,73.95,74.59,6506100,20251215,6860.1899,6861.5898,6801.4902,6816.5098,4975600000
12/12/2025,25196.73,25196.73,25196.73,25196.73,0,61.6,61.85,60.81,61.12,42931,63.07,63.56,60.67,61.36,435,1555.5,1555.5,1514.2,1514.2,10,59.55,59.75,55.76,56.66,7219900,1757.1,1757.1,1757.1,1757.1,0,4276.4,4355,4260,4300.1,1531,148.33,148.72,146.84,147.19,5848100,NULL,NULL,NULL,NULL,NULL,5.42,5.44,5.21,5.28,1213,43.31,43.52,41.51,42.55,17680800,57.89,58.19,57.15,57.44,212806,74.64,74.76,73.87,74.03,6138400,20251212,6886.8501,6899.8501,6801.79,6827.4102,4910160000
12/11/2025,25686.68,25686.68,25686.68,25686.68,0,62.62,62.62,60.75,61.28,48635,61.97,63.93,61.88,63.93,408,1494,1512.7,1494,1512.7,1,57.29,60.24,56.65,60.01,4960200,1707.8,1707.8,1707.8,1707.8,0,4224,4286.9,4214.3,4285.5,528,148.01,149.1,147.3,147.91,8414200,NULL,NULL,NULL,NULL,NULL,5.33,5.44,5.33,5.43,990,40.98,43.39,40.61,42.61,17617400,58.91,58.94,57.01,57.6,286808,73.56,74.84,73.24,73.56,5494900,20251211,6861.2998,6903.46,6833.4502,6901,5021060000
12/10/2025,25776.44,25776.44,25776.44,25776.44,0,62.14,62.73,61.35,62.21,45191,60.57,61.53,60.12,60.38,462,1458.3,1458.3,1458.3,1458.3,1,59.76,59.9,57.3,58.03,6512700,1641.8,1641.8,1641.8,1641.8,0,4209,4234.5,4183.6,4196.4,692,146.39,148.97,145.92,148.58,10976300,NULL,NULL,NULL,NULL,NULL,5.25,5.32,5.25,5.28,948,40.29,41.44,39.82,41.24,15345700,58.37,59.05,57.66,58.46,256508,74.53,74.63,73.41,73.51,4824700,20251210,6833.4902,6900.6699,6824.6899,6886.6802,5526570000
12/9/2025,25668.69,25668.69,25668.69,25668.69,0,62.5,62.78,61.83,61.94,32575,57.62,60.52,57.62,60.17,324,1511.4,1511.4,1511.4,1511.4,0,60.05,62.25,59.26,59.82,4530900,1695.1,1695.1,1695.1,1695.1,0,4190.7,4219.7,4177.7,4206.7,660,146.27,147.3,145.45,145.72,8916700,NULL,NULL,NULL,NULL,NULL,5.34,5.34,5.24,5.24,440,39.66,40.48,39.63,40.4,7818200,58.87,59.17,58.12,58.25,260206,74.64,75.22,74.05,74.59,4842400,20251209,6840.6099,6864.9199,6837.4302,6840.5098,4508050000
12/8/2025,NULL,NULL,NULL,NULL,NULL,63.9,63.96,62.35,62.49,38815,58.21,58.34,57.52,57.78,518,1495.5,1500,1483.6,1483.6,26,61.08,61.47,58.98,61.2,5791700,1655,1655,1655,1655,0,4205.5,4215.8,4175.5,4187.2,318,146.46,147.27,144.9,145.93,10237200,NULL,NULL,NULL,NULL,NULL,5.37,5.38,5.32,5.36,621,40.64,40.68,39.52,39.52,9696500,60.15,60.3,58.68,58.88,263009,75.93,76,74.11,74.6,3197700,20251208,6875.2002,6878.27,6827.1899,6846.5098,4757130000
12/5/2025,25692.05,25692.05,25692.05,25692.05,0,63.3,64.08,63.07,63.75,26349,56.83,58.47,56.83,58.42,284,1472,1479,1469,1472.4,29,63.64,63.89,61.84,62.09,9245200,1655,1655,1655,1655,0,4204.1,4255.7,4194.5,4212.9,533,149.16,149.78,147.03,147.2,12659800,NULL,NULL,NULL,NULL,NULL,5.28,5.4,5.27,5.38,949,40.88,41.55,40.35,40.53,10209400,59.7,60.5,59.42,60.08,255075,76.56,76.79,75.83,76.03,3563000,20251205,6866.3198,6895.7798,6858.29,6870.3999,4944560000
12/4/2025,25581.7,25581.7,25581.7,25581.7,0,62.76,63.61,62.53,63.26,32164,58.3,58.3,56.3,56.85,335,1449.5,1451.9,1449.5,1451.9,19,58.79,62.25,57.92,61.8,7921900,1654.4,1654.4,1654.4,1654.4,0,4211,4211.8,4175,4211.8,616,148.92,150.08,148.4,149.42,7254700,NULL,NULL,NULL,NULL,NULL,5.31,5.31,5.23,5.29,1491,39.7,40.59,39.66,40.4,8615500,59.09,60.02,58.81,59.67,264993,76.97,77.22,76.16,76.61,6758000,20251204,6866.4702,6866.4702,6827.1201,6857.1201,4872440000
12/3/2025,25606.54,25606.54,25606.54,25606.54,0,62.43,63.35,62.17,62.67,40622,58.78,58.9,57.65,57.92,264,1470.5,1476.8,1470.5,1476.8,32,60.32,60.32,57.24,58.71,6481700,1656.5,1656.5,1656.5,1656.5,0,4215.7,4234.1,4195.7,4199.3,1897,148.22,149.65,148.16,148.76,8060200,NULL,NULL,NULL,NULL,NULL,5.16,5.35,5.16,5.31,1005,40.84,41.24,39.97,39.99,9463600,58.65,59.64,58.37,58.95,260974,77.86,78.14,76.47,77.22,3625800,20251203,6815.29,6862.4199,6810.4302,6849.7202,4736780000
12/2/2025,25555.86,25555.86,25555.86,25555.86,0,63.3,63.43,62.17,62.45,39539,57.67,58.46,56.58,57.98,392,1470.9,1470.9,1470.9,1470.9,24,58.27,61.66,58.2,60.84,6352000,1644,1644,1644,1644,0,4230.5,4230.5,4167,4186.6,366,149.18,149.61,146.47,147.44,9196300,NULL,NULL,NULL,NULL,NULL,5.17,5.23,5.15,5.16,1740,41.34,41.98,39.71,40.52,15754000,59.52,59.67,58.28,58.64,255513,78.8,78.8,77.49,77.86,4616700,20251202,6830.96,6851.5498,6806.71,6829.3701,4582290000
12/1/2025,25342.85,25342.85,25342.85,25342.85,0,62.69,63.81,62.69,63.17,31203,56.22,58.47,56.14,58.42,994,1478.5,1478.5,1444.8,1444.8,68,60.44,60.5,58.1,58.1,5740500,1670.1,1670.1,1670.1,1670.1,0,4218.5,4262.1,4214.9,4239.3,913,148.92,151.07,148.67,149.69,8209000,NULL,NULL,NULL,NULL,NULL,5.21,5.28,5.19,5.22,1396,41.84,42.54,41.26,41.8,27799200,58.96,59.97,58.83,59.32,232770,80.48,80.63,78.49,78.54,3885400,20251201,6812.2998,6843.6499,6799.9399,6812.6299,4549370000
11/28/2025,25434.89,25434.89,25434.89,25434.89,0,63.01,63.46,62.81,63.2,31795,53.08,56.46,52.55,56.45,2541,1427,1468.6,1418.5,1468.6,74,60.51,62.3,60.24,61.95,3183400,1677.7,1677.7,1677.7,1677.7,0,4163.4,4223.9,4140,4218.3,3615,146.67,148.69,146.47,148.31,3848600,NULL,NULL,NULL,NULL,NULL,5.12,5.22,5.05,5.19,1349,40.47,41.2,40.19,40.82,10934900,58.58,59.64,58.27,58.55,153758,80.28,80.94,80.16,80.88,1364400,20251128,6822.52,6850.8599,6819.75,6849.0898,2558540000
11/26/2025,25236.94,25236.94,25236.94,25236.94,0,62.6,63.2,62.12,63.13,21288,51.1,53.1,50.96,52.92,14378,1400,1431,1399,1422.5,1097,58.77,61.03,58.72,60.15,5886900,1552.4,1591,1552.4,1578.9,42,4128.6,4171,4127.5,4165.2,25088,145.49,147.65,145.43,146.72,7578900,NULL,NULL,NULL,NULL,NULL,5.02,5.12,5.02,5.1,11335,38.8,40.39,38.73,40.29,25197500,58.05,58.72,57.66,58.65,228285,79.49,80.15,79.45,80.04,2850700,20251126,6793.5498,6831.4399,6783.8701,6812.6099,4485000000
11/25/2025,25018.36,25018.36,25018.36,25018.36,0,63.41,63.41,61.61,62.48,26580,50.85,51.13,50.81,50.93,49588,1402.2,1402.2,1402.2,1402.2,3953,58.19,58.8,56.01,58.21,6615800,1556.9,1556.9,1556.9,1556.9,149,4139.2,4139.2,4139.2,4139.2,132704,146.12,147.1,145.5,145.76,11447900,NULL,NULL,NULL,NULL,NULL,5,5,4.99,5,41200,38.74,39.29,38.19,38.47,16767000,58.89,58.96,57.1,57.95,334442,79.06,79.94,78.66,79.19,4980300,20251125,6697.0298,6776.3999,6659.98,6765.8799,5003330000
11/24/2025,24873.85,24873.85,24873.85,24873.85,0,62.56,63.53,61.93,63.37,30888,49.6,50.29,49.6,50.29,35,1387.5,1403.1,1387.5,1403.1,5,56.78,59.49,55.98,59.04,9292300,1542.5,1542.5,1542.5,1542.5,0,4060.5,4091.9,4060.5,4091.9,591,147.02,147.32,144.98,146.95,14181100,NULL,NULL,NULL,NULL,NULL,4.97,4.97,4.96,4.96,1045,36.91,38.98,36.8,38.88,25507800,58.05,59.06,57.42,58.84,238138,78.52,79.29,77.85,79.06,6340300,20251124,6636.54,6715.75,6630.7002,6705.1201,6039740000
11/21/2025,24239.57,24239.57,24239.57,24239.57,0,63.13,63.14,61.87,62.56,43029,49.85,49.94,48.12,49.87,22,1383.6,1383.6,1383.6,1383.6,1,56.66,57.3,53.22,55.27,11071300,1513.8,1513.8,1513.8,1513.8,0,4031.8,4085.2,4031.8,4076.7,171,147.63,148.19,145.97,147.18,9248400,NULL,NULL,NULL,NULL,NULL,4.92,5.01,4.92,5.01,616,35.51,37.07,35.1,35.94,15767800,58.8,58.8,57.38,58.06,345014,78.47,79.06,78.03,78.48,3825000,20251121,6555.77,6660.0498,6521.9199,6602.9902,5929930000
11/20/2025,24054.38,24054.38,24054.38,24054.38,0,63.59,64.39,62.95,63.38,42345,50.35,50.35,50.01,50.25,10,1382.4,1382.4,1382.4,1382.4,5,64.25,65.24,56.6,56.68,16548800,1506.2,1506.2,1506.2,1506.2,0,4045,4090.4,4040.2,4056.5,202,149.69,150.18,147.25,147.5,7623400,NULL,NULL,NULL,NULL,NULL,4.98,5,4.94,4.96,969,37.1,37.51,35.26,35.4,17709200,59.63,60.33,58.86,59.14,324282,78.8,79.05,78.05,78.3,5649600,20251120,6737.9302,6770.3501,6534.0498,6538.7598,5596080000
11/19/2025,24640.52,24640.52,24640.52,24640.52,0,64.73,64.86,62.87,63.51,38776,51.6,51.75,50.42,50.79,72,1402.1,1402.1,1402.1,1402.1,3,62,66.2,60.32,63.55,20506100,1557.4,1590.5,1546.9,1546.9,6,4086.1,4122.7,4072,4077.7,486,148.34,149.12,147.44,148.87,7539900,NULL,NULL,NULL,NULL,NULL,5.01,5.01,5.01,5.01,1148,37.79,38.13,36.97,37.1,16653000,60.62,60.79,58.77,59.44,79622,79.68,79.94,78.29,78.48,2879500,20251119,6625.8398,6689.75,6603.5,6642.1602,5021610000
11/18/2025,24503.1,24503.1,24503.1,24503.1,0,64,65.08,63.61,64.89,36791,49.33,50.92,49.24,50.45,384,1419.4,1419.4,1419.4,1419.4,0,56.85,60.48,56.03,58.51,12076500,1545.2,1554,1545.2,1545.2,9,4037.4,4063.4,4035.6,4061.3,1375,149.65,151.4,148.93,150.75,10813400,NULL,NULL,NULL,NULL,NULL,4.94,4.98,4.94,4.96,767,37.17,37.68,36.16,37.11,30282600,59.74,60.93,59.31,60.74,105325,80.53,81.05,79.74,79.79,3754000,20251118,6641.1899,6666.6299,6574.3198,6617.3198,5159390000
11/17/2025,24799.92,24799.92,24799.92,24799.92,0,64.02,64.72,63.66,64.2,33667,50.75,50.75,49.67,50.62,71,1413.9,1413.9,1413.9,1413.9,0,58.11,58.75,55.52,56.98,5927000,1545.7,1545.7,1545.7,1545.7,0,4070,4099.5,4019.4,4068.3,1552,153.06,153.23,149.88,150.25,8745000,NULL,NULL,NULL,NULL,NULL,5,5,5,5,699,36.26,37.52,36.13,36.34,27808000,59.8,60.44,59.32,59.91,189638,79.62,80.46,79.3,80.1,3901100,20251117,6713.6099,6754.5,6638.8999,6672.4102,5204220000
11/14/2025,25008.24,25008.24,25008.24,25008.24,0,63.05,64.85,63.05,64.39,58912,53.1,53.1,50.24,50.59,73,1416.5,1425.5,1416,1420.7,10,57.53,59.84,54.9,58.64,10333200,1555.2,1555.2,1555.2,1555.2,0,4197.7,4197.9,4047,4087.6,483,151.62,153.29,150.24,152.97,8484800,NULL,NULL,NULL,NULL,NULL,5.05,5.05,5.05,5.05,780,34.55,37.1,34.39,36.41,31809400,58.71,60.65,58.71,60.09,334116,78.98,79.79,78.45,79.38,4233500,20251114,6672.1401,6774.3101,6646.8701,6734.1099,5042660000
11/13/2025,24993.46,24993.46,24993.46,24993.46,0,62.67,63.44,62.34,63.01,36603,52.93,54.2,52.66,53.07,264,1497,1517,1470.4,1470.4,23,60.16,61.2,56.69,57.54,10764900,1603.9,1603.9,1603.9,1603.9,0,4228.7,4228.7,4163.7,4186.9,167,149.45,151.59,149.39,150.99,7998700,NULL,NULL,NULL,NULL,NULL,5.1,5.1,5.04,5.09,795,36.78,36.99,35.48,35.81,19475200,58.47,59.21,58.12,58.69,247349,79.51,79.96,78.89,78.94,5274700,20251113,6826.4702,6828.0498,6724.7202,6737.4902,5473720000
11/12/2025,25517.33,25517.33,25517.33,25517.33,0,65.21,65.21,62.56,62.71,42279,51.25,53.5,51.25,53.33,20,1499.9,1499.9,1499.9,1499.9,0,62.02,62.35,57.94,59.72,8841900,1622.3,1622.3,1622.3,1622.3,1,4115.6,4204.4,4102.9,4204.4,396,150.99,151.19,147.59,148.79,11670900,NULL,NULL,NULL,NULL,NULL,5.04,5.13,5.04,5.09,656,35.21,36.97,35.08,36.71,22157300,61.05,61.06,58.3,58.49,329517,79.99,80.03,79.08,79.51,3627100,20251112,6867.77,6869.9102,6829.6201,6850.9199,5293610000
11/11/2025,25533.49,25533.49,25533.49,25533.49,0,63.97,65.29,63.61,65.16,41959,50.43,50.85,50.43,50.62,106,1467.6,1467.6,1467.6,1467.6,0,63.36,63.75,61.12,61.95,9473700,1589.4,1589.4,1589.4,1589.4,0,4140.1,4140.1,4106.8,4106.8,569,152.12,153.33,151.3,151.63,6361400,NULL,NULL,NULL,NULL,NULL,5.04,5.05,5.04,5.05,685,34.6,35.39,34.14,35.21,14444200,60.07,61.28,59.66,61.04,264427,79.56,80.11,79.21,79.95,4506100,20251111,6815.6401,6855.1299,6806.8701,6846.6099,4983490000
11/10/2025,25611.74,25611.74,25611.74,25611.74,0,63.69,64.31,63.33,64.06,30891,49.5,50.18,49.5,50.18,91,1443.1,1443.1,1443.1,1443.1,1,61.55,65.95,60.42,64.18,18818400,1591.1,1591.1,1591.1,1591.1,0,4060,4111.8,4060,4111.8,189,150.83,151.38,147.87,151.06,8436800,NULL,NULL,NULL,NULL,NULL,5.02,5.09,5.02,5.09,1048,34.12,35.09,33.49,34.22,27191000,59.87,60.48,59.41,60.13,222879,79.71,79.96,78.79,79.2,5354100,20251110,6785.3599,6841.3198,6770.5601,6832.4302,5366050000
11/7/2025,25059.81,25059.81,25059.81,25059.81,0,63.64,64.38,63.24,63.63,36620,48.03,48.04,48.01,48.02,23,1397.3,1397.3,1397.3,1397.3,1,50.5,59.82,50.5,58.6,23399800,1539.3,1539.3,1539.3,1539.3,0,3980.8,3999.4,3980.8,3999.4,245,148.9,151.56,148.9,150.44,9835900,NULL,NULL,NULL,NULL,NULL,4.94,4.95,4.94,4.94,599,32.04,32.57,31.64,32.54,13757800,59.65,60.46,59.32,59.75,259446,79.34,80.18,78.8,79.7,4770100,20251107,6696.1802,6730.1099,6631.4399,6728.7998,5926070000
11/6/2025,NULL,NULL,NULL,NULL,NULL,63.58,64.33,62.83,63.38,43138,47.79,47.79,47.79,47.79,86,1388.1,1388.1,1388.1,1388.1,0,56.39,56.45,51.84,51.95,15178100,1528.3,1528.3,1528.3,1528.3,2,4004,4007.5,3979.9,3979.9,650,148.4,150.22,148.17,148.43,6466300,NULL,NULL,NULL,NULL,NULL,4.96,4.96,4.94,4.95,946,32.35,32.79,31.87,32.01,11331100,59.68,60.51,58.83,59.43,277768,79.83,80.72,79.26,79.34,5096100,20251106,6787.5898,6796.6802,6707.5098,6720.3198,6051900000
11/5/2025,25620.03,25620.03,25620.03,25620.03,0,64.26,64.94,63.43,63.52,42320,47.56,47.88,47.56,47.86,23,1442.4,1442.4,1442.4,1442.4,11,55.08,55.76,53.58,54.93,8647000,1553.5,1553.5,1553.5,1553.5,2,3929.9,3983.5,3929.9,3980.3,559,149,149.84,148.15,148.15,5894700,NULL,NULL,NULL,NULL,NULL,4.96,4.97,4.96,4.96,606,31.59,32.25,31.56,32.24,9509700,60.43,61.09,59.52,59.6,292518,79.54,80.57,79.14,79.98,6708200,20251105,6769.77,6829.7798,6763.1099,6796.29,5939600000
11/4/2025,25435.7,25435.7,25435.7,25435.7,0,64.82,64.84,63.83,64.44,36655,46.92,47.13,46.81,47.13,115,1412.9,1412.9,1412.9,1412.9,0,55.83,57.54,54.02,54.9,13678000,1542.3,1542.3,1542.3,1542.3,0,3994.2,3995.4,3927.4,3947.7,657,148.9,149.22,147.66,148.86,6976800,NULL,NULL,NULL,NULL,NULL,4.92,4.94,4.92,4.93,590,31.53,31.79,31.08,31.14,11495200,61.03,61.03,59.94,60.56,219300,80.37,80.67,78.98,80.37,7431000,20251104,6788.52,6820.21,6766.71,6771.5498,5739510000
11/3/2025,NULL,NULL,NULL,NULL,NULL,65.07,65.31,64.33,64.89,0,47.83,48.35,47.83,47.89,0,1446.9,1446.9,1446.9,1446.9,0,62.21,62.21,57.15,57.66,14163800,1574,1574,1574,1574,0,3976.2,4020,3959,4000.3,0,152.76,153.06,149.04,149.49,8512200,NULL,NULL,NULL,NULL,NULL,5.09,5.09,5.03,5.05,0,32.16,32.71,31.92,32.51,9736600,61.4,61.5,60.51,61.05,0,79.96,80.24,78.35,80.05,4716400,20251103,6882.3198,6882.3198,6820.6201,6851.9702,6065720000
10/31/2025,25858.13,25858.13,25858.13,25858.13,0,64.75,65.5,64.52,65.07,44972,48.44,48.68,47.99,47.99,484,1473,1473,1444.7,1444.7,17,64.78,64.95,61.45,63.09,13881900,1569.8,1569.8,1569.8,1569.8,0,4034.5,4034.5,3976.6,3982.2,559,151.13,154.48,150.53,153.06,11136100,NULL,NULL,NULL,NULL,NULL,5.08,5.1,5.06,5.07,982,32.51,32.58,31.8,32.25,9868100,60.3,61.38,59.99,60.98,278598,79.97,80.59,78.61,79.96,6202800,20251031,6879.1699,6879.1699,6814.2598,6840.2002,6398280000
10/30/2025,25734.81,25734.81,25734.81,25734.81,0,64.85,65.16,64.06,65,10024,47.54,48.61,47.13,48.43,370,1452.5,1461.5,1452.5,1461.5,22,66.97,67.1,62.88,64.92,14302800,1587.1,1608.3,1587.1,1608.3,54,3960,4027.2,3913.7,4001.3,935,150.65,150.65,148.72,148.99,8971200,NULL,NULL,NULL,NULL,NULL,5.17,5.18,5.03,5.08,2249,31.56,32.55,31.35,32.51,13604200,60.39,60.79,59.64,60.57,247917,79.88,81.45,77.26,80.37,9264000,20251030,6860.5,6880.75,6820.6899,6822.3398,6052700000
10/29/2025,26119.85,26119.85,26119.85,26119.85,0,64.49,65.38,63.93,64.92,16478,47.72,47.72,47.72,47.72,545,1429.5,1429.5,1429.5,1429.5,9,65.44,65.6,63.3,64.29,9121000,1591.3,1591.3,1591.3,1591.3,161,3983.7,3983.7,3983.7,3983.7,1344,149.32,151.54,149.32,150.52,7344400,NULL,NULL,NULL,NULL,NULL,5.2,5.23,5.2,5.23,2276,31.83,31.91,31.27,31.52,15481500,60.18,61.02,59.7,60.48,276875,78.14,79.16,77.77,78.5,4254500,20251029,6910.9502,6920.3398,6851.9102,6890.5898,6280130000
10/28/2025,26012.16,26012.16,26012.16,26012.16,0,65.79,65.79,64,64.4,33807,46.33,47.12,46.33,47.12,59,1402.7,1402.7,1402.7,1402.7,0,65.59,67.78,64.27,64.94,10850300,1577,1577,1577,1577,4,3929.7,3966.2,3923.6,3966.2,219,150.33,151.62,149.35,149.58,5066500,NULL,NULL,NULL,NULL,NULL,5.08,5.14,5.08,5.14,670,30.53,31.43,30.51,31.31,15662800,61.5,61.5,59.76,60.15,307568,79.46,79.49,78.36,78.63,4134400,20251028,6897.7402,6911.2998,6870.73,6890.8901,5695930000
10/27/2025,25821.55,25821.55,25821.55,25821.55,0,66.26,66.6,65.08,65.62,32237,47.81,47.81,45.85,46.56,161,1415.9,1415.9,1415.9,1415.9,0,67.43,67.73,62.4,65.57,24754600,1583,1586.2,1578.4,1578.4,16,4060,4078.6,3971.3,4001.9,220,151.2,151.88,150.3,150.7,4884400,NULL,NULL,NULL,NULL,NULL,5.19,5.2,5.11,5.14,421,30.84,31.46,30.46,31.31,21482000,61.82,62.17,60.67,61.31,272191,79.13,79.89,78.77,79.48,3627900,20251027,6845.46,6877.2798,6843.9399,6875.1602,5290650000
10/24/2025,NULL,NULL,NULL,NULL,NULL,65.87,66.77,65.44,65.94,38354,47.42,48.43,47.42,48.38,270,1463.6,1463.6,1463.6,1463.6,0,69.95,72.59,69.36,70.81,11398900,1593.9,1593.9,1593.9,1593.9,0,4117.5,4120.6,4074.9,4118.4,123,152.77,152.98,150.84,150.97,4979900,NULL,NULL,NULL,NULL,NULL,5.09,5.09,5.09,5.09,368,30.74,32.93,30.62,31.94,31910600,61.79,62.59,61.21,61.5,373744,79.64,80.22,79.01,79.19,2910100,20251024,6772.0698,6807.1099,6772.0698,6791.6899,5058220000
10/23/2025,25097.42,25097.42,25097.42,25097.42,0,64.25,66.34,63.85,65.99,87705,48.47,48.91,48.46,48.48,507,1470.9,1470.9,1470.9,1470.9,0,70.88,71.46,68.1,68.45,10965600,1583.8,1588.5,1583.8,1587.6,43,4078.4,4136.8,4070.7,4125.5,354,153.53,153.91,151.51,151.94,9810900,NULL,NULL,NULL,NULL,NULL,4.97,5.08,4.97,5.08,403,31.82,31.94,31.36,31.41,16673600,59.94,62.2,59.64,61.79,735186,80.06,80.09,78.45,79.21,4189100,20251023,6703.6499,6749.5298,6700.1401,6738.4399,5565750000
10/22/2025,24879,24879,24879,24879,0,61.62,63.92,61.4,62.59,46114,47.89,48.12,47.22,47.46,347,1439.7,1439.7,1439.7,1439.7,10,72.07,73.48,66.31,69.8,21854800,1477.1,1536,1477.1,1536,39,4109.7,4148.5,4006,4044.4,1237,150.09,151.38,149.08,150.98,6036700,NULL,NULL,NULL,NULL,NULL,4.91,4.97,4.9,4.96,613,30.04,31.16,29.84,31,28767700,57.59,59.83,57.34,58.5,378637,79.68,80.13,79.37,79.48,3561900,20251022,6741.3398,6741.75,6655.6899,6699.3999,5710010000
10/21/2025,NULL,NULL,NULL,NULL,NULL,60.91,62.09,60.34,61.32,45150,50.81,50.81,47.42,47.45,329,1412.6,1412.6,1412.6,1412.6,0,80.37,80.89,73.24,74.11,17623700,1591.7,1591.7,1504,1504,39,4332.7,4332.7,4087.7,4087.7,2943,150.17,150.71,148.69,149.25,6304900,NULL,NULL,NULL,NULL,NULL,4.94,4.94,4.92,4.93,674,31.74,32,30.78,30.97,25722400,57.37,58.28,56.99,57.82,314207,80.13,80.34,79.02,79.44,1888600,20251021,6736.75,6752.1602,6722.0298,6735.3501,5245020000
10/20/2025,25141.02,25141.02,25141.02,25141.02,0,61.43,61.55,60.07,61.01,33883,50.42,51.43,50.14,51.12,652,1514.8,1514.8,1514.8,1514.8,0,83.5,83.99,78.05,82.9,14957800,1580,1634.9,1580,1634.9,53,4244.1,4356.6,4214.6,4336.4,1750,148.9,150.15,148.66,149.92,5676500,NULL,NULL,NULL,NULL,NULL,4.98,5,4.98,5,560,33.77,34.26,33.13,34.15,15869800,57.73,57.81,56.35,57.52,108146,80.55,80.75,79.16,80.07,4000900,20251020,6690.0498,6744.3501,6690.0498,6735.1299,4672170000
10/17/2025,24817.95,24817.95,24817.95,24817.95,0,61.11,61.45,60.15,61.29,50372,53.22,53.34,49.65,49.86,400,1499.2,1499.2,1499.2,1499.2,2,80.39,84.15,78.8,80.79,14927400,1675,1675,1602.3,1602.3,116,4354.7,4358,4182.2,4189.9,4060,147.77,149.64,147.71,148.56,7735500,NULL,NULL,NULL,NULL,NULL,4.95,4.96,4.93,4.93,686,34.4,34.4,32.14,32.77,25960000,57.5,57.72,56.6,57.54,108748,80.17,80.36,79.33,79.95,5174900,20251017,6613.27,6678.8799,6603.7598,6664.0098,5358120000
10/16/2025,24657.24,24657.24,24657.24,24657.24,0,62.44,62.75,60.84,61.06,46229,52.51,53.1,51.78,53.02,356,1655,1655,1655,1655,6,91.93,91.99,83.33,83.84,18653700,1656.7,1741.2,1656.7,1734.9,20,4198.8,4307,4196.6,4280.2,4705,147.65,148.22,145.8,147.23,5276800,NULL,NULL,NULL,NULL,NULL,4.93,4.96,4.91,4.96,615,34.62,35.79,34.33,35.05,21840900,58.77,59.11,57.26,57.46,203866,81.06,81.77,79.8,79.89,3959700,20251016,6689.02,6709.3398,6593.9902,6629.0698,6048180000
10/15/2025,NULL,NULL,NULL,NULL,NULL,62.28,63.02,61.79,61.91,40209,50.94,51.58,50.85,51.07,102,1569.1,1569.1,1569.1,1569.1,0,96.71,97,86.5,89.85,29991500,1662.1,1668.7,1662.1,1668.7,29,4145,4210.6,4145,4176.9,3287,148.39,149.66,146.58,147.62,5824900,NULL,NULL,NULL,NULL,NULL,4.99,4.99,4.92,4.97,1056,33.19,34.14,33.15,34.1,22251000,58.6,59.42,58.2,58.27,224919,79.75,80.6,79.18,80.58,4904500,20251015,6688.27,6724.1201,6612.1099,6671.0601,5633060000
10/14/2025,24579.32,24579.32,24579.32,24579.32,0,63.44,63.62,61.5,62.39,44016,51.26,51.99,48.53,50.31,249,1569.4,1569.4,1559,1569.4,38,97.79,100.25,88.6,98.65,40359400,1666.2,1674.1,1631.8,1655.1,37,4131.7,4160.1,4085.8,4138.7,2424,145.39,148.93,145.24,147.89,6419400,NULL,NULL,NULL,NULL,NULL,4.91,4.99,4.91,4.98,551,32.52,33.23,32.44,32.74,13846200,59.58,59.82,57.68,58.7,259200,79.21,80.24,79.16,79.64,3928300,20251014,6602.4902,6680.7002,6555.0698,6644.3101,5666920000
